city,date,percentage
Singapore,2020-07-03,56
Singapore,2020-07-04,68
Singapore,2020-07-05,62
Singapore,2020-07-06,53
Singapore,2020-07-07,52
Singapore,2020-07-08,53
Singapore,2020-07-09,56
Singapore,2020-07-10,60
Singapore,2020-07-11,67
Singapore,2020-07-12,63
Singapore,2020-07-13,51
Singapore,2020-07-14,55
Singapore,2020-07-15,55
Singapore,2020-07-16,55
Singapore,2020-07-17,60
Singapore,2020-07-18,72
Singapore,2020-07-19,68
Singapore,2020-07-20,56
Singapore,2020-07-21,57
Singapore,2020-07-22,56
Singapore,2020-07-23,56
Singapore,2020-07-24,61
Singapore,2020-07-25,72
Singapore,2020-07-26,65
Singapore,2020-07-27,54
Singapore,2020-07-28,57
Singapore,2020-07-29,56
Singapore,2020-07-30,68
Singapore,2020-07-31,71
Singapore,2020-08-01,78
Singapore,2020-08-02,70
Singapore,2020-08-03,59
Singapore,2020-08-04,60
Singapore,2020-08-05,61
Singapore,2020-08-06,62
Singapore,2020-08-07,69
Singapore,2020-08-08,81
Singapore,2020-08-09,76
Singapore,2020-08-10,71
Singapore,2020-08-11,61
Singapore,2020-08-12,60
Singapore,2020-08-13,62
Singapore,2020-08-14,65
Singapore,2020-08-15,80
Singapore,2020-08-16,74
Singapore,2020-08-17,59
Singapore,2020-08-18,62
Singapore,2020-08-19,62
Singapore,2020-08-20,63
Singapore,2020-08-21,68
Singapore,2020-08-22,80
Singapore,2020-08-23,70
Singapore,2020-08-24,62
Singapore,2020-08-25,63
Singapore,2020-08-26,63
Singapore,2020-08-27,64
Singapore,2020-08-28,71
Singapore,2020-08-29,81
Singapore,2020-08-30,79
Singapore,2020-08-31,64
Singapore,2020-09-01,64
Singapore,2020-09-02,64
Singapore,2020-09-03,64
Singapore,2020-09-04,71
Singapore,2020-09-05,73
Singapore,2020-09-06,76
Singapore,2020-09-07,65
Singapore,2020-09-08,65
Singapore,2020-09-09,65
Singapore,2020-09-10,63
Singapore,2020-09-11,71
Singapore,2020-09-12,80
Singapore,2020-09-13,67
Singapore,2020-09-14,61
Singapore,2020-09-15,65
Singapore,2020-09-16,63
Singapore,2020-09-17,65
Singapore,2020-09-18,73
Singapore,2020-09-19,89
Singapore,2020-09-20,79
Singapore,2020-09-21,64
Singapore,2020-09-22,66
Singapore,2020-09-23,67
Singapore,2020-09-24,67
Singapore,2020-09-25,74
Singapore,2020-09-26,87
Singapore,2020-09-27,80
Singapore,2020-09-28,66
Singapore,2020-09-29,65
Singapore,2020-09-30,67
Singapore,2020-10-01,68
Singapore,2020-10-02,74
Singapore,2020-10-03,88
Singapore,2020-10-04,80
Singapore,2020-10-05,67
Singapore,2020-10-06,67
Singapore,2020-10-07,67
Singapore,2020-10-08,66
Singapore,2020-10-09,73
Singapore,2020-10-10,87
Singapore,2020-10-11,82
Singapore,2020-10-12,67
Singapore,2020-10-13,68
Singapore,2020-10-14,75
Singapore,2020-10-15,68
Singapore,2020-10-16,76
Singapore,2020-10-17,88
Singapore,2020-10-18,83
Singapore,2020-10-19,69
Singapore,2020-10-20,69
Singapore,2020-10-21,70
Singapore,2020-10-22,68
Singapore,2020-10-23,76
Singapore,2020-10-24,88
Singapore,2020-10-25,82
Singapore,2020-10-26,68
Singapore,2020-10-27,70
Singapore,2020-10-28,69
Singapore,2020-10-29,69
Singapore,2020-10-30,78
Singapore,2020-10-31,85
Singapore,2020-11-01,83
Singapore,2020-11-02,66
Singapore,2020-11-03,71
Singapore,2020-11-04,67
Singapore,2020-11-05,69
Singapore,2020-11-06,77
Singapore,2020-11-07,83
Singapore,2020-11-08,81
Singapore,2020-11-09,68
Singapore,2020-11-10,68
Singapore,2020-11-11,72
Singapore,2020-11-12,71
Singapore,2020-11-13,82
Singapore,2020-11-14,86
Singapore,2020-11-15,80
Singapore,2020-11-16,76
Singapore,2020-11-17,72
Singapore,2020-11-18,73
Singapore,2020-11-19,71
Singapore,2020-11-20,78
Singapore,2020-11-21,86
Singapore,2020-11-22,78
Singapore,2020-11-23,69
Singapore,2020-11-24,73
Singapore,2020-11-25,74
Singapore,2020-11-26,73
Singapore,2020-11-27,82
Singapore,2020-11-28,91
Singapore,2020-11-29,87
Singapore,2020-11-30,73
Singapore,2020-12-01,75
Singapore,2020-12-02,75
Singapore,2020-12-03,74
Singapore,2020-12-04,81
Singapore,2020-12-05,94
Singapore,2020-12-06,88
Singapore,2020-12-07,77
Singapore,2020-12-08,80
Singapore,2020-12-09,79
Singapore,2020-12-10,77
Singapore,2020-12-11,86
Singapore,2020-12-12,93
Singapore,2020-12-13,93
Singapore,2020-12-14,79
Singapore,2020-12-15,82
Singapore,2020-12-16,84
Singapore,2020-12-17,85
Singapore,2020-12-18,91
Singapore,2020-12-19,101
Singapore,2020-12-20,95
Singapore,2020-12-21,95
Singapore,2020-12-22,98
Singapore,2020-12-23,101
Singapore,2020-12-24,89
Singapore,2020-12-25,70
Singapore,2020-12-26,85
Singapore,2020-12-27,93
Singapore,2020-12-28,106
Singapore,2020-12-29,104
Singapore,2020-12-30,106
Singapore,2020-12-31,96
Singapore,2021-01-01,54
Singapore,2021-01-02,73
Singapore,2021-01-03,86
Singapore,2021-01-04,83
Singapore,2021-01-05,82
Singapore,2021-01-06,83
Singapore,2021-01-07,79
Singapore,2021-01-08,83
Singapore,2021-01-09,92
Singapore,2021-01-10,74
Singapore,2021-01-11,79
Singapore,2021-01-12,78
Singapore,2021-01-13,79
St. Petersburg,2020-03-02,115
St. Petersburg,2020-03-03,125
St. Petersburg,2020-03-04,114
St. Petersburg,2020-03-05,113
St. Petersburg,2020-03-06,112
St. Petersburg,2020-03-07,114
St. Petersburg,2020-03-08,99
St. Petersburg,2020-03-09,90
St. Petersburg,2020-03-10,106
St. Petersburg,2020-03-11,114
St. Petersburg,2020-03-12,105
St. Petersburg,2020-03-13,97
St. Petersburg,2020-03-14,98
St. Petersburg,2020-03-15,97
St. Petersburg,2020-03-16,100
St. Petersburg,2020-03-17,89
St. Petersburg,2020-03-18,85
St. Petersburg,2020-03-19,76
St. Petersburg,2020-03-20,72
St. Petersburg,2020-03-21,65
St. Petersburg,2020-03-22,63
St. Petersburg,2020-03-23,73
St. Petersburg,2020-03-24,68
St. Petersburg,2020-03-25,69
St. Petersburg,2020-03-26,57
St. Petersburg,2020-03-27,56
St. Petersburg,2020-03-28,35
St. Petersburg,2020-03-29,28
St. Petersburg,2020-03-30,28
St. Petersburg,2020-03-31,24
St. Petersburg,2020-04-01,20
St. Petersburg,2020-04-02,18
St. Petersburg,2020-04-03,17
St. Petersburg,2020-04-04,18
St. Petersburg,2020-04-05,22
St. Petersburg,2020-04-06,31
St. Petersburg,2020-04-07,28
St. Petersburg,2020-04-08,25
St. Petersburg,2020-04-09,27
St. Petersburg,2020-04-10,24
St. Petersburg,2020-04-11,23
St. Petersburg,2020-04-12,21
St. Petersburg,2020-04-13,28
St. Petersburg,2020-04-14,32
St. Petersburg,2020-04-15,31
St. Petersburg,2020-04-16,28
St. Petersburg,2020-04-17,27
St. Petersburg,2020-04-18,19
St. Petersburg,2020-04-19,25
St. Petersburg,2020-04-20,28
St. Petersburg,2020-04-21,31
St. Petersburg,2020-04-22,31
St. Petersburg,2020-04-23,28
St. Petersburg,2020-04-24,27
St. Petersburg,2020-04-25,26
St. Petersburg,2020-04-26,28
St. Petersburg,2020-04-27,33
St. Petersburg,2020-04-28,30
St. Petersburg,2020-04-29,31
St. Petersburg,2020-04-30,28
St. Petersburg,2020-05-01,21
St. Petersburg,2020-05-02,25
St. Petersburg,2020-05-03,25
St. Petersburg,2020-05-04,25
St. Petersburg,2020-05-05,27
St. Petersburg,2020-05-06,37
St. Petersburg,2020-05-07,33
St. Petersburg,2020-05-08,28
St. Petersburg,2020-05-09,23
St. Petersburg,2020-05-10,32
St. Petersburg,2020-05-11,25
St. Petersburg,2020-05-12,32
St. Petersburg,2020-05-13,35
St. Petersburg,2020-05-14,31
St. Petersburg,2020-05-15,31
St. Petersburg,2020-05-16,28
St. Petersburg,2020-05-17,33
St. Petersburg,2020-05-18,36
St. Petersburg,2020-05-19,39
St. Petersburg,2020-05-20,36
St. Petersburg,2020-05-21,28
St. Petersburg,2020-05-22,34
St. Petersburg,2020-05-23,35
St. Petersburg,2020-05-24,36
St. Petersburg,2020-05-25,41
St. Petersburg,2020-05-26,40
St. Petersburg,2020-05-27,41
St. Petersburg,2020-05-28,38
St. Petersburg,2020-05-29,38
St. Petersburg,2020-05-30,35
St. Petersburg,2020-05-31,37
St. Petersburg,2020-06-01,49
St. Petersburg,2020-06-02,51
St. Petersburg,2020-06-03,50
St. Petersburg,2020-06-04,38
St. Petersburg,2020-06-05,40
St. Petersburg,2020-06-06,36
St. Petersburg,2020-06-07,46
St. Petersburg,2020-06-08,49
St. Petersburg,2020-06-09,52
St. Petersburg,2020-06-10,59
St. Petersburg,2020-06-11,50
St. Petersburg,2020-06-12,41
St. Petersburg,2020-06-13,47
St. Petersburg,2020-06-14,51
St. Petersburg,2020-06-15,57
St. Petersburg,2020-06-16,56
St. Petersburg,2020-06-17,61
St. Petersburg,2020-06-18,50
St. Petersburg,2020-06-19,53
St. Petersburg,2020-06-20,52
St. Petersburg,2020-06-21,52
St. Petersburg,2020-06-22,60
St. Petersburg,2020-06-23,60
St. Petersburg,2020-06-24,46
St. Petersburg,2020-06-25,55
St. Petersburg,2020-06-26,56
St. Petersburg,2020-06-27,56
St. Petersburg,2020-06-28,56
St. Petersburg,2020-06-29,67
St. Petersburg,2020-06-30,64
St. Petersburg,2020-07-01,50
St. Petersburg,2020-07-02,61
St. Petersburg,2020-07-03,60
St. Petersburg,2020-07-04,56
St. Petersburg,2020-07-05,48
St. Petersburg,2020-07-06,68
St. Petersburg,2020-07-07,71
St. Petersburg,2020-07-08,70
St. Petersburg,2020-07-09,62
St. Petersburg,2020-07-10,63
St. Petersburg,2020-07-11,53
St. Petersburg,2020-07-12,70
St. Petersburg,2020-07-13,70
St. Petersburg,2020-07-14,75
St. Petersburg,2020-07-15,76
St. Petersburg,2020-07-16,65
St. Petersburg,2020-07-17,66
St. Petersburg,2020-07-18,67
St. Petersburg,2020-07-19,64
St. Petersburg,2020-07-20,72
St. Petersburg,2020-07-21,73
St. Petersburg,2020-07-22,67
St. Petersburg,2020-07-23,64
St. Petersburg,2020-07-24,63
St. Petersburg,2020-07-25,54
St. Petersburg,2020-07-26,75
St. Petersburg,2020-07-27,79
St. Petersburg,2020-07-28,64
St. Petersburg,2020-07-29,73
St. Petersburg,2020-07-30,71
St. Petersburg,2020-07-31,67
St. Petersburg,2020-08-01,70
St. Petersburg,2020-08-02,76
St. Petersburg,2020-08-03,74
St. Petersburg,2020-08-04,77
St. Petersburg,2020-08-05,82
St. Petersburg,2020-08-06,75
St. Petersburg,2020-08-07,73
St. Petersburg,2020-08-08,72
St. Petersburg,2020-08-09,73
St. Petersburg,2020-08-10,77
St. Petersburg,2020-08-11,71
St. Petersburg,2020-08-12,72
St. Petersburg,2020-08-13,68
St. Petersburg,2020-08-14,71
St. Petersburg,2020-08-15,73
St. Petersburg,2020-08-16,80
St. Petersburg,2020-08-17,79
St. Petersburg,2020-08-18,74
St. Petersburg,2020-08-19,91
St. Petersburg,2020-08-20,78
St. Petersburg,2020-08-21,79
St. Petersburg,2020-08-22,79
St. Petersburg,2020-08-23,75
St. Petersburg,2020-08-24,87
St. Petersburg,2020-08-25,84
St. Petersburg,2020-08-26,97
St. Petersburg,2020-08-27,79
St. Petersburg,2020-08-28,87
St. Petersburg,2020-08-29,90
St. Petersburg,2020-08-30,86
St. Petersburg,2020-08-31,103
St. Petersburg,2020-09-01,103
St. Petersburg,2020-09-02,105
St. Petersburg,2020-09-03,97
St. Petersburg,2020-09-04,81
St. Petersburg,2020-09-05,91
St. Petersburg,2020-09-06,79
St. Petersburg,2020-09-07,94
St. Petersburg,2020-09-08,94
St. Petersburg,2020-09-09,100
St. Petersburg,2020-09-10,80
St. Petersburg,2020-09-11,79
St. Petersburg,2020-09-12,89
St. Petersburg,2020-09-13,82
St. Petersburg,2020-09-14,93
St. Petersburg,2020-09-15,92
St. Petersburg,2020-09-16,92
St. Petersburg,2020-09-17,84
St. Petersburg,2020-09-18,84
St. Petersburg,2020-09-19,89
St. Petersburg,2020-09-20,90
St. Petersburg,2020-09-21,91
St. Petersburg,2020-09-22,87
St. Petersburg,2020-09-23,92
St. Petersburg,2020-09-24,88
St. Petersburg,2020-09-25,85
St. Petersburg,2020-09-26,95
St. Petersburg,2020-09-27,91
St. Petersburg,2020-09-28,86
St. Petersburg,2020-09-29,84
St. Petersburg,2020-09-30,86
St. Petersburg,2020-10-01,84
St. Petersburg,2020-10-02,78
St. Petersburg,2020-10-03,81
St. Petersburg,2020-10-04,69
St. Petersburg,2020-10-05,86
St. Petersburg,2020-10-06,78
St. Petersburg,2020-10-07,85
St. Petersburg,2020-10-08,77
St. Petersburg,2020-10-09,72
St. Petersburg,2020-10-10,81
St. Petersburg,2020-10-11,70
St. Petersburg,2020-10-12,74
St. Petersburg,2020-10-13,78
St. Petersburg,2020-10-14,81
St. Petersburg,2020-10-15,71
St. Petersburg,2020-10-16,70
St. Petersburg,2020-10-17,75
St. Petersburg,2020-10-18,63
St. Petersburg,2020-10-19,77
St. Petersburg,2020-10-20,74
St. Petersburg,2020-10-21,75
St. Petersburg,2020-10-22,69
St. Petersburg,2020-10-23,68
St. Petersburg,2020-10-24,72
St. Petersburg,2020-10-25,64
St. Petersburg,2020-10-26,73
St. Petersburg,2020-10-27,74
St. Petersburg,2020-10-28,72
St. Petersburg,2020-10-29,69
St. Petersburg,2020-10-30,65
St. Petersburg,2020-10-31,68
St. Petersburg,2020-11-01,68
St. Petersburg,2020-11-02,69
St. Petersburg,2020-11-03,67
St. Petersburg,2020-11-04,56
St. Petersburg,2020-11-05,64
St. Petersburg,2020-11-06,62
St. Petersburg,2020-11-07,68
St. Petersburg,2020-11-08,65
St. Petersburg,2020-11-09,66
St. Petersburg,2020-11-10,63
St. Petersburg,2020-11-11,65
St. Petersburg,2020-11-12,63
St. Petersburg,2020-11-13,62
St. Petersburg,2020-11-14,56
St. Petersburg,2020-11-15,57
St. Petersburg,2020-11-16,61
St. Petersburg,2020-11-17,59
St. Petersburg,2020-11-18,59
St. Petersburg,2020-11-19,59
St. Petersburg,2020-11-20,56
St. Petersburg,2020-11-21,57
St. Petersburg,2020-11-22,56
St. Petersburg,2020-11-23,63
St. Petersburg,2020-11-24,63
St. Petersburg,2020-11-25,64
St. Petersburg,2020-11-26,61
St. Petersburg,2020-11-27,57
St. Petersburg,2020-11-28,56
St. Petersburg,2020-11-29,56
St. Petersburg,2020-11-30,62
St. Petersburg,2020-12-01,53
St. Petersburg,2020-12-02,56
St. Petersburg,2020-12-03,54
St. Petersburg,2020-12-04,52
St. Petersburg,2020-12-05,47
St. Petersburg,2020-12-06,56
St. Petersburg,2020-12-07,56
St. Petersburg,2020-12-08,54
St. Petersburg,2020-12-09,60
St. Petersburg,2020-12-10,53
St. Petersburg,2020-12-11,56
St. Petersburg,2020-12-12,59
St. Petersburg,2020-12-13,55
St. Petersburg,2020-12-14,61
St. Petersburg,2020-12-15,56
St. Petersburg,2020-12-16,64
St. Petersburg,2020-12-17,54
St. Petersburg,2020-12-18,53
St. Petersburg,2020-12-19,56
St. Petersburg,2020-12-20,57
St. Petersburg,2020-12-21,55
St. Petersburg,2020-12-22,55
St. Petersburg,2020-12-23,56
St. Petersburg,2020-12-24,62
St. Petersburg,2020-12-25,61
St. Petersburg,2020-12-26,61
St. Petersburg,2020-12-27,61
St. Petersburg,2020-12-28,63
St. Petersburg,2020-12-29,63
St. Petersburg,2020-12-30,57
St. Petersburg,2020-12-31,30
St. Petersburg,2021-01-01,20
St. Petersburg,2021-01-02,33
St. Petersburg,2021-01-03,43
St. Petersburg,2021-01-04,39
St. Petersburg,2021-01-05,37
St. Petersburg,2021-01-06,36
St. Petersburg,2021-01-07,31
St. Petersburg,2021-01-08,34
St. Petersburg,2021-01-09,38
St. Petersburg,2021-01-10,42
St. Petersburg,2021-01-11,48
St. Petersburg,2021-01-12,45
St. Petersburg,2021-01-13,43
Stockholm,2020-03-02,98
Stockholm,2020-03-03,93
Stockholm,2020-03-04,97
Stockholm,2020-03-05,98
Stockholm,2020-03-06,105
Stockholm,2020-03-07,106
Stockholm,2020-03-08,99
Stockholm,2020-03-09,92
Stockholm,2020-03-10,87
Stockholm,2020-03-11,83
Stockholm,2020-03-12,71
Stockholm,2020-03-13,66
Stockholm,2020-03-14,65
Stockholm,2020-03-15,53
Stockholm,2020-03-16,52
Stockholm,2020-03-17,39
Stockholm,2020-03-18,34
Stockholm,2020-03-19,36
Stockholm,2020-03-20,30
Stockholm,2020-03-21,31
Stockholm,2020-03-22,30
Stockholm,2020-03-23,35
Stockholm,2020-03-24,32
Stockholm,2020-03-25,32
Stockholm,2020-03-26,26
Stockholm,2020-03-27,27
Stockholm,2020-03-28,28
Stockholm,2020-03-29,28
Stockholm,2020-03-30,28
Stockholm,2020-03-31,28
Stockholm,2020-04-01,30
Stockholm,2020-04-02,28
Stockholm,2020-04-03,27
Stockholm,2020-04-04,27
Stockholm,2020-04-05,24
Stockholm,2020-04-06,30
Stockholm,2020-04-07,30
Stockholm,2020-04-08,28
Stockholm,2020-04-09,30
Stockholm,2020-04-10,25
Stockholm,2020-04-11,26
Stockholm,2020-04-12,23
Stockholm,2020-04-13,25
Stockholm,2020-04-14,28
Stockholm,2020-04-15,30
Stockholm,2020-04-16,28
Stockholm,2020-04-17,28
Stockholm,2020-04-18,28
Stockholm,2020-04-19,27
Stockholm,2020-04-20,27
Stockholm,2020-04-21,35
Stockholm,2020-04-22,30
Stockholm,2020-04-23,34
Stockholm,2020-04-24,28
Stockholm,2020-04-25,28
Stockholm,2020-04-26,27
Stockholm,2020-04-27,33
Stockholm,2020-04-28,28
Stockholm,2020-04-29,33
Stockholm,2020-04-30,40
Stockholm,2020-05-01,27
Stockholm,2020-05-02,32
Stockholm,2020-05-03,31
Stockholm,2020-05-04,30
Stockholm,2020-05-05,33
Stockholm,2020-05-06,35
Stockholm,2020-05-07,32
Stockholm,2020-05-08,36
Stockholm,2020-05-09,36
Stockholm,2020-05-10,27
Stockholm,2020-05-11,33
Stockholm,2020-05-12,31
Stockholm,2020-05-13,33
Stockholm,2020-05-14,33
Stockholm,2020-05-15,34
Stockholm,2020-05-16,36
Stockholm,2020-05-17,31
Stockholm,2020-05-18,34
Stockholm,2020-05-19,35
Stockholm,2020-05-20,43
Stockholm,2020-05-21,47
Stockholm,2020-05-22,36
Stockholm,2020-05-23,28
Stockholm,2020-05-24,32
Stockholm,2020-05-25,43
Stockholm,2020-05-26,45
Stockholm,2020-05-27,39
Stockholm,2020-05-28,43
Stockholm,2020-05-29,41
Stockholm,2020-05-30,48
Stockholm,2020-05-31,41
Stockholm,2020-06-01,50
Stockholm,2020-06-02,44
Stockholm,2020-06-03,44
Stockholm,2020-06-04,46
Stockholm,2020-06-05,47
Stockholm,2020-06-06,40
Stockholm,2020-06-07,44
Stockholm,2020-06-08,46
Stockholm,2020-06-09,47
Stockholm,2020-06-10,52
Stockholm,2020-06-11,51
Stockholm,2020-06-12,51
Stockholm,2020-06-13,51
Stockholm,2020-06-14,43
Stockholm,2020-06-15,48
Stockholm,2020-06-16,49
Stockholm,2020-06-17,50
Stockholm,2020-06-18,51
Stockholm,2020-06-19,45
Stockholm,2020-06-20,30
Stockholm,2020-06-21,39
Stockholm,2020-06-22,48
Stockholm,2020-06-23,55
Stockholm,2020-06-24,62
Stockholm,2020-06-25,62
Stockholm,2020-06-26,57
Stockholm,2020-06-27,54
Stockholm,2020-06-28,53
Stockholm,2020-06-29,51
Stockholm,2020-06-30,54
Stockholm,2020-07-01,50
Stockholm,2020-07-02,52
Stockholm,2020-07-03,53
Stockholm,2020-07-04,48
Stockholm,2020-07-05,43
Stockholm,2020-07-06,50
Stockholm,2020-07-07,52
Stockholm,2020-07-08,50
Stockholm,2020-07-09,55
Stockholm,2020-07-10,48
Stockholm,2020-07-11,44
Stockholm,2020-07-12,47
Stockholm,2020-07-13,46
Stockholm,2020-07-14,48
Stockholm,2020-07-15,48
Stockholm,2020-07-16,46
Stockholm,2020-07-17,47
Stockholm,2020-07-18,43
Stockholm,2020-07-19,39
Stockholm,2020-07-20,44
Stockholm,2020-07-21,45
Stockholm,2020-07-22,44
Stockholm,2020-07-23,42
Stockholm,2020-07-24,46
Stockholm,2020-07-25,44
Stockholm,2020-07-26,42
Stockholm,2020-07-27,46
Stockholm,2020-07-28,47
Stockholm,2020-07-29,48
Stockholm,2020-07-30,48
Stockholm,2020-07-31,50
Stockholm,2020-08-01,51
Stockholm,2020-08-02,44
Stockholm,2020-08-03,53
Stockholm,2020-08-04,54
Stockholm,2020-08-05,48
Stockholm,2020-08-06,54
Stockholm,2020-08-07,54
Stockholm,2020-08-08,55
Stockholm,2020-08-09,53
Stockholm,2020-08-10,62
Stockholm,2020-08-11,64
Stockholm,2020-08-12,65
Stockholm,2020-08-13,65
Stockholm,2020-08-14,61
Stockholm,2020-08-15,68
Stockholm,2020-08-16,64
Stockholm,2020-08-17,70
Stockholm,2020-08-18,67
Stockholm,2020-08-19,71
Stockholm,2020-08-20,72
Stockholm,2020-08-21,62
Stockholm,2020-08-22,56
Stockholm,2020-08-23,61
Stockholm,2020-08-24,66
Stockholm,2020-08-25,67
Stockholm,2020-08-26,67
Stockholm,2020-08-27,68
Stockholm,2020-08-28,66
Stockholm,2020-08-29,64
Stockholm,2020-08-30,66
Stockholm,2020-08-31,71
Stockholm,2020-09-01,68
Stockholm,2020-09-02,71
Stockholm,2020-09-03,68
Stockholm,2020-09-04,62
Stockholm,2020-09-05,65
Stockholm,2020-09-06,56
Stockholm,2020-09-07,62
Stockholm,2020-09-08,67
Stockholm,2020-09-09,69
Stockholm,2020-09-10,70
Stockholm,2020-09-11,67
Stockholm,2020-09-12,60
Stockholm,2020-09-13,63
Stockholm,2020-09-14,65
Stockholm,2020-09-15,66
Stockholm,2020-09-16,73
Stockholm,2020-09-17,69
Stockholm,2020-09-18,71
Stockholm,2020-09-19,67
Stockholm,2020-09-20,56
Stockholm,2020-09-21,66
Stockholm,2020-09-22,70
Stockholm,2020-09-23,66
Stockholm,2020-09-24,70
Stockholm,2020-09-25,71
Stockholm,2020-09-26,67
Stockholm,2020-09-27,64
Stockholm,2020-09-28,66
Stockholm,2020-09-29,63
Stockholm,2020-09-30,64
Stockholm,2020-10-01,67
Stockholm,2020-10-02,78
Stockholm,2020-10-03,72
Stockholm,2020-10-04,64
Stockholm,2020-10-05,66
Stockholm,2020-10-06,76
Stockholm,2020-10-07,73
Stockholm,2020-10-08,72
Stockholm,2020-10-09,69
Stockholm,2020-10-10,70
Stockholm,2020-10-11,69
Stockholm,2020-10-12,66
Stockholm,2020-10-13,64
Stockholm,2020-10-14,66
Stockholm,2020-10-15,73
Stockholm,2020-10-16,75
Stockholm,2020-10-17,69
Stockholm,2020-10-18,67
Stockholm,2020-10-19,69
Stockholm,2020-10-20,71
Stockholm,2020-10-21,71
Stockholm,2020-10-22,77
Stockholm,2020-10-23,68
Stockholm,2020-10-24,70
Stockholm,2020-10-25,71
Stockholm,2020-10-26,80
Stockholm,2020-10-27,74
Stockholm,2020-10-28,72
Stockholm,2020-10-29,70
Stockholm,2020-10-30,62
Stockholm,2020-10-31,63
Stockholm,2020-11-01,57
Stockholm,2020-11-02,60
Stockholm,2020-11-03,56
Stockholm,2020-11-04,57
Stockholm,2020-11-05,59
Stockholm,2020-11-06,60
Stockholm,2020-11-07,54
Stockholm,2020-11-08,55
Stockholm,2020-11-09,55
Stockholm,2020-11-10,53
Stockholm,2020-11-11,55
Stockholm,2020-11-12,51
Stockholm,2020-11-13,51
Stockholm,2020-11-14,51
Stockholm,2020-11-15,45
Stockholm,2020-11-16,47
Stockholm,2020-11-17,49
Stockholm,2020-11-18,45
Stockholm,2020-11-19,46
Stockholm,2020-11-20,47
Stockholm,2020-11-21,44
Stockholm,2020-11-22,47
Stockholm,2020-11-23,49
Stockholm,2020-11-24,45
Stockholm,2020-11-25,47
Stockholm,2020-11-26,48
Stockholm,2020-11-27,44
Stockholm,2020-11-28,44
Stockholm,2020-11-29,39
Stockholm,2020-11-30,44
Stockholm,2020-12-01,50
Stockholm,2020-12-02,49
Stockholm,2020-12-03,48
Stockholm,2020-12-04,45
Stockholm,2020-12-05,44
Stockholm,2020-12-06,42
Stockholm,2020-12-07,53
Stockholm,2020-12-08,49
Stockholm,2020-12-09,53
Stockholm,2020-12-10,49
Stockholm,2020-12-11,44
Stockholm,2020-12-12,41
Stockholm,2020-12-13,35
Stockholm,2020-12-14,43
Stockholm,2020-12-15,46
Stockholm,2020-12-16,49
Stockholm,2020-12-17,49
Stockholm,2020-12-18,44
Stockholm,2020-12-19,38
Stockholm,2020-12-20,34
Stockholm,2020-12-21,46
Stockholm,2020-12-22,42
Stockholm,2020-12-23,37
Stockholm,2020-12-24,24
Stockholm,2020-12-25,20
Stockholm,2020-12-26,28
Stockholm,2020-12-27,28
Stockholm,2020-12-28,41
Stockholm,2020-12-29,45
Stockholm,2020-12-30,46
Stockholm,2020-12-31,39
Stockholm,2021-01-01,28
Stockholm,2021-01-02,31
Stockholm,2021-01-03,36
Stockholm,2021-01-04,42
Stockholm,2021-01-05,38
Stockholm,2021-01-06,37
Stockholm,2021-01-07,38
Stockholm,2021-01-08,38
Stockholm,2021-01-09,38
Stockholm,2021-01-10,39
Stockholm,2021-01-11,45
Stockholm,2021-01-12,47
Stockholm,2021-01-13,43
Sydney,2020-03-02,121
Sydney,2020-03-03,109
Sydney,2020-03-04,106
Sydney,2020-03-05,105
Sydney,2020-03-06,107
Sydney,2020-03-07,108
Sydney,2020-03-08,109
Sydney,2020-03-09,107
Sydney,2020-03-10,98
Sydney,2020-03-11,99
Sydney,2020-03-12,100
Sydney,2020-03-13,92
Sydney,2020-03-14,72
Sydney,2020-03-15,75
Sydney,2020-03-16,66
Sydney,2020-03-17,61
Sydney,2020-03-18,56
Sydney,2020-03-19,54
Sydney,2020-03-20,56
Sydney,2020-03-21,47
Sydney,2020-03-22,45
Sydney,2020-03-23,28
Sydney,2020-03-24,23
Sydney,2020-03-25,20
Sydney,2020-03-26,18
Sydney,2020-03-27,18
Sydney,2020-03-28,18
Sydney,2020-03-29,19
Sydney,2020-03-30,16
Sydney,2020-03-31,14
Sydney,2020-04-01,13
Sydney,2020-04-02,13
Sydney,2020-04-03,13
Sydney,2020-04-04,14
Sydney,2020-04-05,17
Sydney,2020-04-06,14
Sydney,2020-04-07,13
Sydney,2020-04-08,12
Sydney,2020-04-09,11
Sydney,2020-04-10,10
Sydney,2020-04-11,14
Sydney,2020-04-12,12
Sydney,2020-04-13,13
Sydney,2020-04-14,13
Sydney,2020-04-15,14
Sydney,2020-04-16,13
Sydney,2020-04-17,14
Sydney,2020-04-18,16
Sydney,2020-04-19,15
Sydney,2020-04-20,14
Sydney,2020-04-21,13
Sydney,2020-04-22,15
Sydney,2020-04-23,15
Sydney,2020-04-24,15
Sydney,2020-04-25,18
Sydney,2020-04-26,17
Sydney,2020-04-27,15
Sydney,2020-04-28,14
Sydney,2020-04-29,15
Sydney,2020-04-30,14
Sydney,2020-05-01,17
Sydney,2020-05-02,21
Sydney,2020-05-03,23
Sydney,2020-05-04,17
Sydney,2020-05-05,16
Sydney,2020-05-06,17
Sydney,2020-05-07,19
Sydney,2020-05-08,23
Sydney,2020-05-09,26
Sydney,2020-05-10,25
Sydney,2020-05-11,19
Sydney,2020-05-12,19
Sydney,2020-05-13,19
Sydney,2020-05-14,18
Sydney,2020-05-15,22
Sydney,2020-05-16,28
Sydney,2020-05-17,28
